AccountNumber,DealNumber,Total_Amount,Total_Discount,Net_Total_Amount,Age in Days,Setup,Product,Deals_Per_Account
274399,20266647,182.99,0.0,182.99,28.0,$1.00,Amnesty Listing B,2
274422,20098003,914.97,548.97,366.0,36.0,$49.99,Amnesty Listing Easy Start B,1
274440,20047212,2683.8900000000003,658.77,2025.12,35.0,$24.99,Winback Listing B,1
274452,455714,1465.44,0.0,1465.44,883.0,$25.00,Online Presence Package B,1
274459,20086562,365.98,183.0,182.98,31.0,$49.99,Winback Listing B,1
274492,20004325,609.9499999999999,0.0,609.9499999999999,59.0,$1.00,Amnesty Listing B,1
274505,455991,1465.44,0.0,1465.44,882.0,$1.00,Online Presence Package B,1
274520,20237997,731.97,439.16999999999996,292.79999999999995,30.0,$10.00,Winback Listing Easy Start B,1
274532,456531,366.36,0.0,366.36,896.0,$1.00,Online Presence Package B,1
274571,456691,2198.16,0.0,2198.16,883.0,$1.00,Online Presence Package B,1
274588,20048708,1219.8999999999999,122.0,1097.8999999999999,31.0,$1.01,Amnesty Listing B,1
274591,456789,2198.16,0.0,2198.16,883.0,$1.00,Online Presence Package B,1
274612,459001,915.9000000000001,0.0,915.9000000000001,883.0,$25.00,Online Presence Package B,1
274635,457322,244.24,0.0,244.24,883.0,$49.99,Online Presence Package B,1
274686,457518,1465.44,0.0,1465.44,883.0,$1.00,Online Presence Package B,1
274710,804784,366.36,0.0,366.36,306.0,$0.00,Winback Listing B,1
274724,20098128,548.97,0.0,548.97,28.0,$49.99,Amnesty Listing B,2
274724,20189920,1219.95,439.17,780.78,31.0,$1.00,Amnesty Listing Easy Start B,2
274737,458113,2198.16,0.0,2198.16,891.0,$1.00,Online Presence Package B,1
274782,458286,488.48,61.06,427.42,894.0,$2.10,Online Presence Package B,2
274782,20262097,121.99,36.59,85.4,30.0,$1.01,Winback Listing B,2
274812,458435,1465.44,0.0,1465.44,883.0,$49.99,Online Presence Package B,1
274842,458872,1282.26,153.86,1128.4,883.0,$24.99,Online Presence Package B,1
274855,458921,549.54,0.0,549.54,883.0,$1.00,Online Presence Package B,1
274867,458984,1465.44,0.0,1465.44,883.0,$25.00,Online Presence Package B,1
274917,914919,1099.95,132.0,967.95,148.0,$19.99,Amnesty Listing Easy Start B,3
274917,20140780,487.98,292.78,195.2,32.0,$1.00,Amnesty Listing Easy Start B,3
274917,20209218,487.98,0.0,487.98,31.0,$0.00,Amnesty Listing B,3
274920,972432,488.5,0.0,488.5,92.0,$1.00,Amnesty Listing B,3
274920,20114574,734.97,440.97,294.0,31.0,$1.00,Amnesty Listing Easy Start B,3
274920,20209251,731.97,439.16999999999996,292.79999999999995,35.0,$1.00,Amnesty Listing Easy Start B,3
274937,459509,366.36,0.0,366.36,883.0,$49.99,Online Presence Package B,1
274945,20077826,2449.9,661.47,1788.43,28.0,$1.00,Amnesty Listing Easy Start B,1
274948,20011104,487.96,121.99000000000001,365.97,61.0,$1.00,Winback Listing B,1
274985,20084358,1829.94,930.21,899.73,31.0,$1.00,Winback Listing Easy Start B,1
275001,20019210,1463.96,768.57,695.39,31.0,$1.00,Amnesty Listing Easy Start B,1
275006,921487,439.98,132.0,307.98,153.0,$1.00,Winback Listing Easy Start B,2
275006,20153566,1097.94,0.0,1097.94,30.0,$1.00,Winback Listing B,2
275009,460308,1465.44,0.0,1465.44,883.0,$25.00,Online Presence Package B,1
275046,20215395,487.96,274.48,213.48000000000002,31.0,$1.00,Winback Listing B,1
275053,460452,2931.0,0.0,2931.0,883.0,$1.00,Online Presence Package B,1
275066,762205,2198.16,915.89,1282.27,365.0,$1.00,Winback Listing B,1
275085,904940,3651.3599999999997,0.0,3651.3599999999997,184.0,$0.00,Amnesty Listing B,1
275113,567219,4384.08,365.34,4018.74,672.0,$24.99,Online Presence Package B,1
275121,916690,1099.08,0.0,1099.08,153.0,$0.00,Amnesty Listing B,1
275140,968236,219.99,131.99,88.0,92.0,$1.00,Amnesty Listing Easy Start B,1
275149,461381,2198.16,0.0,2198.16,883.0,$25.00,Online Presence Package B,1
275155,461397,1465.44,0.0,1465.44,864.0,$1.00,Online Presence Package B,1
275169,461460,366.36,0.0,366.36,883.0,$49.99,Online Presence Package B,1
275172,522136,732.72,366.36,366.36,763.0,$49.99,Online Presence Package B,1
275177,468467,2198.16,421.31,1776.8500000000001,850.0,$25.00,Online Presence Package B,1
275223,853414,2195.88,0.0,2195.88,245.0,$1.00,Winback Listing B,1
275234,20124470,860.93,0.0,860.93,38.0,$1.00,Amnesty Listing B,1
275275,462184,244.24,0.0,244.24,887.0,$49.99,Online Presence Package B,1
275347,20215440,731.97,439.16999999999996,292.79999999999995,31.0,$1.00,Winback Listing Easy Start B,1
275363,462956,2198.16,0.0,2198.16,883.0,$1.00,Online Presence Package B,1
275365,462980,2198.16,0.0,2198.16,883.0,$49.99,Online Presence Package B,1
275371,463000,2198.16,91.58,2106.58,884.0,$49.99,Online Presence Package B,1
275387,20055986,1461.36,767.1999999999999,694.16,27.0,$1.00,Amnesty Listing Easy Start B,1
275391,20097075,365.98,91.5,274.48,30.0,$49.99,Amnesty Listing B,1
